Date,Ticker,Sharpe_Rank
2025-04-29,GLD,77.8
2025-04-30,GLD,76.2
2025-05-01,GLD,63.4
2025-05-02,GLD,69.8
2025-05-05,GLD,88.4
2025-05-06,GLD,97.6
2025-05-07,GLD,93.7
2025-05-08,GLD,78.0
2025-05-09,GLD,72.8
2025-05-12,GLD,41.7
2025-05-13,GLD,48.4
2025-05-14,GLD,31.0
2025-05-15,GLD,24.0
2025-05-16,GLD,20.2
2025-05-19,GLD,12.0
2025-05-20,GLD,24.8
2025-05-21,GLD,45.7
2025-05-22,GLD,27.2
2025-05-23,GLD,52.7
2025-05-27,GLD,28.3
2025-05-28,GLD,34.6
2025-05-29,GLD,44.7
2025-05-30,GLD,54.8
2025-06-02,GLD,72.8
2025-06-03,GLD,44.4
2025-06-04,GLD,26.5
2025-06-05,GLD,30.3
2025-06-06,GLD,38.5
2025-06-09,GLD,32.3
2025-06-10,GLD,60.2
2025-06-11,GLD,57.8
2025-06-12,GLD,83.0
2025-06-13,GLD,82.0
2025-06-16,GLD,80.2
2025-06-17,GLD,73.4
2025-06-18,GLD,48.1
2025-06-20,GLD,39.7
2025-06-23,GLD,52.9
2025-06-24,GLD,16.1
2025-06-25,GLD,28.0
2025-06-26,GLD,26.9
2025-06-27,GLD,11.5
2025-06-30,GLD,25.7
2025-07-01,GLD,13.0
2025-07-02,GLD,19.7
2025-07-03,GLD,7.9
2025-07-07,GLD,12.5
2025-07-08,GLD,16.3
2025-07-09,GLD,13.5
2025-07-10,GLD,15.7
2025-07-11,GLD,21.4
2025-07-14,GLD,6.7
2025-07-15,GLD,0.6
2025-07-16,GLD,5.0
2025-07-17,GLD,3.6
2025-07-18,GLD,6.7
2025-07-21,GLD,27.2
2025-07-22,GLD,38.1
2025-07-23,GLD,45.0
2025-07-24,GLD,28.8
2025-07-25,GLD,23.0
2025-07-28,GLD,34.1
2025-07-29,GLD,18.8
2025-07-30,GLD,1.4
2025-07-31,GLD,1.8
2025-08-01,GLD,28.0
2025-08-04,GLD,33.1
2025-08-05,GLD,48.4
2025-08-06,GLD,38.1
2025-08-07,GLD,47.4
2025-08-08,GLD,32.9
2025-08-11,GLD,24.0
2025-08-12,GLD,27.0
2025-08-13,GLD,24.4
2025-08-14,GLD,21.0
2025-08-15,GLD,18.3
2025-08-18,GLD,5.8
2025-08-19,GLD,0.6
2025-08-20,GLD,7.3
2025-08-21,GLD,7.5
2025-08-22,GLD,30.2
2025-08-25,GLD,34.7
2025-08-26,GLD,41.9
2025-08-27,GLD,67.7
2025-08-28,GLD,67.9
2025-08-29,GLD,53.4
2025-09-02,GLD,76.0
2025-09-03,GLD,99.8
2025-09-04,GLD,99.4
2024-08-01,GLW,22.7
2024-08-02,GLW,10.9
2024-08-05,GLW,2.1
2024-08-06,GLW,2.0
2024-08-07,GLW,1.9
2024-08-08,GLW,5.6
2024-08-09,GLW,5.4
2024-08-12,GLW,12.1
2024-08-13,GLW,15.0
2024-08-14,GLW,16.1
2024-08-15,GLW,23.4
2024-08-16,GLW,25.8
2024-08-19,GLW,27.9
2024-08-20,GLW,30.0
2024-08-21,GLW,34.7
2024-08-22,GLW,36.5
2024-08-23,GLW,38.2
2024-08-26,GLW,39.7
2024-08-27,GLW,58.8
2024-08-28,GLW,57.3
2024-08-29,GLW,51.2
2024-08-30,GLW,61.6
2024-09-03,GLW,62.5
2024-09-04,GLW,62.2
2024-09-05,GLW,81.5
2024-09-06,GLW,52.1
2024-09-09,GLW,57.3
2024-09-10,GLW,45.9
2024-09-11,GLW,52.0
2024-09-12,GLW,54.9
2024-09-16,GLW,61.3
2024-09-17,GLW,61.1
2024-09-18,GLW,60.9
2024-09-19,GLW,50.9
2024-09-20,GLW,75.4
2024-09-23,GLW,60.3
2024-09-24,GLW,69.5
2024-09-25,GLW,42.5
2024-09-26,GLW,63.9
2024-09-27,GLW,66.9
2024-09-30,GLW,81.7
2024-10-01,GLW,88.3
2024-10-02,GLW,88.5
2024-10-03,GLW,82.6
2024-10-04,GLW,94.0
2024-10-07,GLW,80.9
2024-10-08,GLW,83.3
2024-10-09,GLW,89.3
2024-10-10,GLW,84.5
2024-10-11,GLW,79.9
2024-10-14,GLW,79.5
2024-10-15,GLW,43.9
2024-10-16,GLW,45.3
2024-10-17,GLW,37.5
2024-10-21,GLW,44.2
2024-10-22,GLW,34.8
2024-10-23,GLW,41.2
2024-10-24,GLW,24.1
2024-10-25,GLW,23.2
2024-10-28,GLW,27.7
2024-10-29,GLW,83.3
2024-10-30,GLW,58.2
2024-10-31,GLW,56.4
2024-11-01,GLW,64.9
2024-11-04,GLW,52.8
2024-11-05,GLW,46.6
2024-11-06,GLW,26.1
2024-11-07,GLW,37.4
2024-11-11,GLW,32.3
2024-11-12,GLW,47.9
2024-11-13,GLW,19.5
2024-11-14,GLW,17.2
2024-11-15,GLW,16.0
2024-11-18,GLW,14.8
2024-11-19,GLW,18.2
2024-11-20,GLW,20.0
2024-11-21,GLW,22.8
2024-11-25,GLW,27.2
2024-11-26,GLW,13.0
2024-11-27,GLW,16.7
2024-11-29,GLW,22.2
2024-12-02,GLW,21.0
2024-12-03,GLW,44.0
2024-12-04,GLW,34.4
2024-12-05,GLW,25.9
2024-12-06,GLW,23.0
2024-12-09,GLW,11.2
2024-12-10,GLW,11.1
2024-12-11,GLW,11.0
2024-12-12,GLW,28.7
2024-12-13,GLW,23.7
2024-12-16,GLW,35.0
2024-12-17,GLW,26.3
2024-12-18,GLW,12.2
2024-12-19,GLW,14.2
2024-12-20,GLW,12.8
2024-12-23,GLW,9.4
2024-12-24,GLW,14.2
2024-12-26,GLW,18.1
2024-12-27,GLW,13.2
2024-12-30,GLW,8.3
2024-12-31,GLW,7.1
2025-01-02,GLW,5.9
2025-01-03,GLW,9.7
2025-01-06,GLW,12.7
2025-01-07,GLW,11.5
2025-01-08,GLW,18.2
2025-01-10,GLW,12.8
2025-01-13,GLW,15.7
2025-01-14,GLW,15.9
2025-01-15,GLW,31.6
2025-01-16,GLW,36.9
2025-01-17,GLW,55.8
2025-01-21,GLW,93.5
2025-01-22,GLW,99.6
2025-01-23,GLW,98.6
2025-01-24,GLW,98.9
2025-01-27,GLW,48.6
2025-01-28,GLW,68.1
2025-01-29,GLW,54.1
2025-01-30,GLW,62.7
2025-01-31,GLW,77.9
2025-02-03,GLW,79.4
2025-02-04,GLW,77.2
2025-02-05,GLW,81.0
2025-02-06,GLW,85.4
2025-02-07,GLW,83.9
2025-02-10,GLW,85.9
2025-02-11,GLW,85.7
2025-02-12,GLW,76.8
2025-02-13,GLW,64.4
2025-02-14,GLW,64.3
2025-02-18,GLW,60.4
2025-02-19,GLW,41.5
2025-02-20,GLW,24.7
2025-02-21,GLW,22.7
2025-02-24,GLW,20.1
2025-02-25,GLW,34.0
2025-02-26,GLW,22.0
2025-02-27,GLW,23.0
2025-02-28,GLW,28.0
2025-03-03,GLW,7.2
2025-03-04,GLW,4.5
2025-03-05,GLW,4.7
2025-03-06,GLW,0.9
2025-03-07,GLW,0.6
2025-03-10,GLW,0.3
2025-03-11,GLW,0.3
2025-03-12,GLW,3.7
2025-03-13,GLW,4.9
2025-03-14,GLW,9.4
2025-03-17,GLW,7.6
2025-03-18,GLW,8.7
2025-03-19,GLW,15.9
2025-03-20,GLW,19.4
2025-03-21,GLW,21.3
2025-03-24,GLW,32.7
2025-03-25,GLW,34.2
2025-03-26,GLW,23.9
2025-03-27,GLW,26.5
2025-03-28,GLW,15.6
2025-03-31,GLW,25.1
2025-04-01,GLW,32.4
2025-04-02,GLW,34.4
2025-04-03,GLW,27.1
2025-04-04,GLW,12.8
2025-04-07,GLW,18.2
2025-04-08,GLW,16.8
2025-04-09,GLW,38.4
2025-04-10,GLW,32.8
2025-04-11,GLW,28.1
2025-04-14,GLW,29.4
2025-04-15,GLW,28.0
2025-04-16,GLW,19.8
2025-04-17,GLW,21.5
2025-04-21,GLW,16.4
2025-04-22,GLW,17.8
2025-04-23,GLW,27.3
2025-04-24,GLW,38.5
2025-04-25,GLW,41.0
2025-04-28,GLW,44.2
2025-04-29,GLW,44.9
2025-04-30,GLW,45.7
2025-05-01,GLW,43.8
2025-05-02,GLW,75.2
2025-05-05,GLW,93.6
2025-05-06,GLW,92.2
2025-05-07,GLW,93.7
2025-05-08,GLW,60.7
2025-05-09,GLW,86.7
2025-05-12,GLW,99.3
2025-05-13,GLW,99.8
2025-05-14,GLW,96.6
2025-05-15,GLW,99.8
2025-05-16,GLW,99.8
2025-05-19,GLW,99.8
2025-05-20,GLW,98.9
2025-05-21,GLW,95.3
2025-05-22,GLW,94.0
2025-05-23,GLW,90.4
2025-05-27,GLW,97.6
2025-05-28,GLW,93.4
2025-05-29,GLW,95.4
2025-05-30,GLW,90.4
2025-06-02,GLW,87.4
2025-06-03,GLW,93.7
2025-06-04,GLW,97.6
2025-06-05,GLW,98.5
2025-06-06,GLW,96.2
2025-06-09,GLW,97.0
2025-06-10,GLW,79.9
2025-06-11,GLW,70.9
2025-06-12,GLW,85.9
2025-06-13,GLW,52.7
2025-06-16,GLW,62.9
2025-06-17,GLW,60.2
2025-06-18,GLW,63.0
2025-06-20,GLW,58.2
2025-06-23,GLW,74.4
2025-06-24,GLW,70.8
2025-06-25,GLW,44.1
2025-06-26,GLW,56.9
2025-06-27,GLW,48.0
2025-06-30,GLW,71.1
2025-07-01,GLW,61.6
2025-07-02,GLW,48.2
2025-07-03,GLW,56.7
2025-07-07,GLW,42.9
2025-07-08,GLW,49.8
2025-07-09,GLW,44.0
2025-07-10,GLW,44.2
2025-07-11,GLW,38.9
2025-07-14,GLW,59.1
2025-07-15,GLW,69.8
2025-07-17,GLW,82.9
2025-07-18,GLW,81.3
2025-07-21,GLW,81.5
2025-07-23,GLW,88.3
2025-07-24,GLW,88.1
2025-07-25,GLW,81.7
2025-07-28,GLW,79.0
2025-07-29,GLW,91.9
2025-07-30,GLW,93.1
2025-07-31,GLW,93.5
2025-08-01,GLW,90.1
2025-08-04,GLW,94.2
2025-08-05,GLW,92.5
2025-08-06,GLW,95.0
2025-08-07,GLW,97.8
2025-08-08,GLW,99.4
2025-08-11,GLW,95.4
2025-08-12,GLW,98.4
2025-08-13,GLW,97.8
2025-08-14,GLW,93.3
2025-08-15,GLW,92.5
2025-08-18,GLW,93.8
2025-08-19,GLW,88.7
2025-08-20,GLW,83.9
2025-08-21,GLW,85.1
2025-08-22,GLW,87.7
2025-08-25,GLW,91.3
2025-08-26,GLW,68.1
2025-08-27,GLW,76.8
2025-08-28,GLW,81.9
2025-08-29,GLW,74.0
2025-09-02,GLW,73.8
2025-09-03,GLW,99.0
2025-09-04,GLW,97.8
2024-08-01,GM,2.3
2024-08-02,GM,2.2
2024-08-05,GM,2.1
2024-08-06,GM,8.0
2024-08-07,GM,5.8
2024-08-08,GM,16.7
2024-08-09,GM,16.1
2024-08-12,GM,15.5
2024-08-13,GM,11.7
2024-08-14,GM,21.0
2024-08-15,GM,32.8
2024-08-16,GM,48.5
2024-08-19,GM,41.2
2024-08-20,GM,72.9
2024-08-21,GM,73.6
2024-08-22,GM,94.6
2024-08-23,GM,98.7
2024-08-26,GM,98.7
2024-08-27,GM,98.8
2024-08-28,GM,96.3
2024-08-29,GM,98.8
2024-08-30,GM,98.8
2024-09-03,GM,98.9
2024-09-04,GM,97.8
2024-09-05,GM,94.6
2024-09-06,GM,87.2
2024-09-09,GM,83.3
2024-09-10,GM,69.4
2024-09-11,GM,65.0
2024-09-12,GM,75.5
2024-09-13,GM,65.4
2024-09-16,GM,65.1
2024-09-17,GM,67.6
2024-09-18,GM,77.3
2024-09-19,GM,70.5
2024-09-20,GM,72.8
2024-09-23,GM,38.8
2024-09-24,GM,36.4
2024-09-25,GM,15.0
2024-09-26,GM,17.2
2024-09-27,GM,21.8
2024-09-30,GM,9.5
2024-10-01,GM,18.8
2024-10-02,GM,16.2
2024-10-03,GM,24.2
2024-10-04,GM,42.5
2024-10-07,GM,42.6
2024-10-08,GM,63.8
2024-10-09,GM,83.6
2024-10-10,GM,68.3
2024-10-11,GM,68.1
2024-10-14,GM,70.5
2024-10-15,GM,51.4
2024-10-16,GM,55.3
2024-10-17,GM,56.6
2024-10-18,GM,52.6
2024-10-21,GM,58.3
2024-10-22,GM,90.5
2024-10-23,GM,93.8
2024-10-24,GM,94.4
2024-10-25,GM,90.9
2024-10-28,GM,94.6
2024-10-29,GM,92.9
2024-10-30,GM,93.5
2024-10-31,GM,87.8
2024-11-01,GM,84.5
2024-11-04,GM,86.9
2024-11-05,GM,92.7
2024-11-06,GM,87.2
2024-11-07,GM,92.3
2024-11-08,GM,91.8
2024-11-11,GM,95.2
2024-11-12,GM,95.2
2024-11-13,GM,92.6
2024-11-14,GM,91.1
2024-11-15,GM,86.1
2024-11-18,GM,82.1
2024-11-19,GM,56.6
2024-11-20,GM,59.5
2024-11-21,GM,66.8
2024-11-22,GM,82.4
2024-11-25,GM,91.3
2024-11-26,GM,65.9
2024-11-27,GM,66.7
2024-11-29,GM,68.4
2024-12-02,GM,67.8
2024-12-03,GM,57.9
2024-12-04,GM,39.9
2024-12-05,GM,31.4
2024-12-06,GM,30.2
2024-12-09,GM,27.7
2024-12-10,GM,17.3
2024-12-11,GM,13.6
2024-12-12,GM,15.2
2024-12-13,GM,17.7
2024-12-16,GM,18.4
2024-12-17,GM,16.9
2024-12-18,GM,17.2
2024-12-19,GM,21.7
2024-12-20,GM,26.0
2024-12-23,GM,13.1
2024-12-24,GM,6.9
2024-12-26,GM,41.1
2024-12-27,GM,22.8
2024-12-30,GM,9.5
2024-12-31,GM,12.2
2025-01-02,GM,12.5
2025-01-03,GM,23.3
2025-01-06,GM,41.9
2025-01-07,GM,31.7
2025-01-08,GM,29.9
2025-01-10,GM,19.5
2025-01-13,GM,29.5
2025-01-14,GM,38.1
2025-01-15,GM,41.2
2025-01-16,GM,43.8
2025-01-17,GM,45.7
2025-01-21,GM,75.2
2025-01-22,GM,70.0
2025-01-23,GM,68.8
2025-01-24,GM,60.9
2025-01-27,GM,60.8
2025-01-28,GM,31.2
2025-01-29,GM,28.3
2025-01-30,GM,30.5
2025-01-31,GM,33.7
2025-02-03,GM,36.1
2025-02-04,GM,39.3
2025-02-05,GM,19.3
2025-02-06,GM,28.1
2025-02-07,GM,30.9
2025-02-10,GM,34.6
2025-02-11,GM,34.7
2025-02-12,GM,36.8
2025-02-13,GM,28.8
2025-02-14,GM,32.8
2025-02-18,GM,41.1
2025-02-19,GM,9.1
2025-02-20,GM,10.9
2025-02-21,GM,0.9
2025-02-24,GM,1.5
2025-02-25,GM,0.3
2025-02-26,GM,46.6
2025-02-27,GM,17.0
2025-02-28,GM,48.2
2025-03-03,GM,28.4
2025-03-04,GM,27.4
2025-03-05,GM,58.9
2025-03-06,GM,55.9
2025-03-07,GM,57.3
2025-03-10,GM,62.5
2025-03-11,GM,72.0
2025-03-12,GM,68.4
2025-03-13,GM,54.6
2025-03-14,GM,60.8
2025-03-17,GM,62.1
2025-03-18,GM,61.0
2025-03-19,GM,73.7
2025-03-20,GM,71.7
2025-03-21,GM,80.1
2025-03-24,GM,83.2
2025-03-25,GM,86.9
2025-03-26,GM,75.8
2025-03-27,GM,56.5
2025-03-28,GM,43.8
2025-03-31,GM,56.7
2025-04-02,GM,53.7
2025-04-03,GM,44.7
2025-04-04,GM,26.7
2025-04-07,GM,14.8
2025-04-08,GM,6.2
2025-04-09,GM,44.6
2025-04-10,GM,40.5
2025-04-11,GM,26.0
2025-04-14,GM,37.6
2025-04-15,GM,32.3
2025-04-16,GM,21.6
2025-04-17,GM,25.5
2025-04-21,GM,22.9
2025-04-22,GM,18.6
2025-04-23,GM,12.3
2025-04-24,GM,36.3
2025-04-25,GM,61.0
2025-04-28,GM,62.6
2025-04-29,GM,58.0
2025-04-30,GM,43.8
2025-05-01,GM,37.6
2025-05-02,GM,56.0
2025-05-05,GM,71.6
2025-05-07,GM,81.2
2025-05-08,GM,73.4
2025-05-09,GM,84.2
2025-05-12,GM,97.0
2025-05-13,GM,91.9
2025-05-14,GM,96.1
2025-05-15,GM,97.5
2025-05-16,GM,96.8
2025-05-19,GM,95.0
2025-05-20,GM,90.1
2025-05-21,GM,80.5
2025-05-22,GM,75.9
2025-05-23,GM,67.3
2025-05-27,GM,70.1
2025-05-28,GM,61.7
2025-05-29,GM,80.5
2025-05-30,GM,87.3
2025-06-02,GM,76.1
2025-06-03,GM,80.5
2025-06-04,GM,73.5
2025-06-05,GM,69.3
2025-06-06,GM,50.4
2025-06-09,GM,51.9
2025-06-10,GM,41.1
2025-06-11,GM,38.4
2025-06-12,GM,33.2
2025-06-13,GM,26.2
2025-06-16,GM,35.2
2025-06-17,GM,23.4
2025-06-18,GM,20.0
2025-06-20,GM,35.8
2025-06-23,GM,39.5
2025-06-24,GM,50.2
2025-06-25,GM,38.8
2025-06-26,GM,59.3
2025-06-27,GM,60.7
2025-06-30,GM,43.8
2025-07-01,GM,84.0
2025-07-02,GM,80.5
2025-07-03,GM,87.9
2025-07-07,GM,86.7
2025-07-08,GM,87.5
2025-07-09,GM,86.1
2025-07-10,GM,83.3
2025-07-11,GM,78.4
2025-07-14,GM,82.7
2025-07-15,GM,83.1
2025-07-16,GM,81.2
2025-07-17,GM,88.3
2025-07-18,GM,91.9
2025-07-21,GM,90.7
2025-07-22,GM,54.0
2025-07-23,GM,74.8
2025-07-24,GM,75.0
2025-07-25,GM,74.8
2025-07-28,GM,72.4
2025-07-29,GM,70.8
2025-07-30,GM,52.8
2025-07-31,GM,56.7
2025-08-01,GM,49.2
2025-08-04,GM,57.7
2025-08-05,GM,52.8
2025-08-06,GM,49.4
2025-08-07,GM,49.2
2025-08-08,GM,50.6
2025-08-11,GM,54.4
2025-08-12,GM,61.3
2025-08-14,GM,70.6
2025-08-15,GM,70.4
2025-08-18,GM,68.8
2025-08-19,GM,91.7
2025-08-20,GM,72.8
2025-08-21,GM,83.3
2025-08-22,GM,86.1
2025-08-25,GM,85.5
2025-08-26,GM,98.2
2025-08-27,GM,98.6
2025-08-28,GM,92.9
2025-08-29,GM,97.8
2025-09-02,GM,97.6
2025-09-03,GM,99.8
2025-09-04,GM,99.8
2024-08-01,GNK,2.3
2024-08-02,GNK,6.5
2024-08-05,GNK,2.1
2024-08-06,GNK,14.0
2024-08-07,GNK,9.6
2024-08-08,GNK,1.9
2024-08-09,GNK,1.8
2024-08-12,GNK,15.5
2024-08-13,GNK,20.0
2024-08-14,GNK,14.5
2024-08-15,GNK,32.8
2024-08-16,GNK,40.9
2024-08-19,GNK,16.2
2024-08-20,GNK,4.3
2024-08-21,GNK,23.6
2024-08-22,GNK,33.8
2024-08-23,GNK,44.7
2024-08-26,GNK,47.4
2024-08-27,GNK,58.8
2024-08-28,GNK,50.0
2024-08-29,GNK,60.7
2024-08-30,GNK,75.6
2024-09-03,GNK,76.1
2024-09-04,GNK,56.7
2024-09-05,GNK,55.4
2024-09-06,GNK,60.6
2024-09-09,GNK,60.4
2024-09-10,GNK,43.9
2024-09-11,GNK,69.0
2024-09-12,GNK,81.4
2024-09-13,GNK,79.8
2024-09-16,GNK,89.6
2024-09-17,GNK,93.5
2024-09-18,GNK,99.1
2024-09-19,GNK,99.1
2024-09-20,GNK,99.1
2024-09-23,GNK,99.1
2024-09-24,GNK,99.2
2024-09-25,GNK,97.5
2024-09-26,GNK,99.2
2024-09-27,GNK,96.0
2024-09-30,GNK,97.6
2024-10-01,GNK,99.2
2024-10-02,GNK,99.2
2024-10-03,GNK,93.2
2024-10-04,GNK,94.0
2024-10-07,GNK,93.4
2024-10-08,GNK,89.9
2024-10-09,GNK,79.3
2024-10-10,GNK,81.0
2024-10-11,GNK,77.1
2024-10-14,GNK,66.4
2024-10-15,GNK,59.5
2024-10-16,GNK,51.3
2024-10-17,GNK,44.1
2024-10-18,GNK,41.6
2024-10-21,GNK,32.7
2024-10-22,GNK,19.6
2024-10-23,GNK,0.6
2024-10-24,GNK,0.6
2024-10-25,GNK,1.8
2024-10-28,GNK,0.6
2024-10-29,GNK,3.0
2024-10-30,GNK,1.8
2024-10-31,GNK,7.6
2024-11-01,GNK,13.8
2024-11-04,GNK,17.6
2024-11-05,GNK,35.4
2024-11-06,GNK,49.4
2024-11-07,GNK,72.0
2024-11-08,GNK,72.3
2024-11-11,GNK,82.3
2024-11-12,GNK,82.4
2024-11-13,GNK,82.1
2024-11-14,GNK,81.8
2024-11-15,GNK,84.5
2024-11-18,GNK,88.3
2024-11-19,GNK,84.8
2024-11-20,GNK,89.5
2024-11-21,GNK,87.6
2024-11-22,GNK,85.8
2024-11-25,GNK,91.3
2024-11-26,GNK,84.6
2024-11-27,GNK,71.9
2024-11-29,GNK,69.3
2024-12-02,GNK,62.6
2024-12-03,GNK,63.9
2024-12-04,GNK,51.8
2024-12-05,GNK,47.7
2024-12-06,GNK,27.5
2024-12-09,GNK,27.2
2024-12-10,GNK,22.1
2024-12-11,GNK,16.2
2024-12-12,GNK,19.6
2024-12-13,GNK,9.5
2024-12-16,GNK,8.1
2024-12-17,GNK,4.7
2024-12-18,GNK,8.0
2024-12-19,GNK,4.6
2024-12-20,GNK,13.6
2024-12-23,GNK,23.0
2024-12-24,GNK,17.9
2024-12-26,GNK,20.6
2024-12-27,GNK,34.0
2024-12-30,GNK,27.8
2024-12-31,GNK,37.4
2025-01-02,GNK,53.9
2025-01-03,GNK,45.0
2025-01-06,GNK,41.2
2025-01-07,GNK,56.1
2025-01-08,GNK,45.1
2025-01-10,GNK,59.4
2025-01-13,GNK,68.3
2025-01-14,GNK,68.1
2025-01-15,GNK,74.6
2025-01-16,GNK,71.2
2025-01-17,GNK,79.3
2025-01-21,GNK,78.4
2025-01-22,GNK,77.1
2025-01-23,GNK,85.5
2025-01-24,GNK,77.8
2025-01-27,GNK,75.2
2025-01-28,GNK,73.6
2025-01-29,GNK,86.9
2025-01-30,GNK,88.0
2025-01-31,GNK,83.3
2025-02-03,GNK,62.5
2025-02-04,GNK,81.2
2025-02-05,GNK,90.3
2025-02-06,GNK,81.8
2025-02-07,GNK,74.0
2025-02-10,GNK,69.3
2025-02-11,GNK,67.2
2025-02-12,GNK,64.5
2025-02-13,GNK,68.3
2025-02-14,GNK,74.5
2025-02-18,GNK,79.1
2025-02-19,GNK,73.9
2025-02-20,GNK,87.8
2025-02-21,GNK,64.0
2025-02-24,GNK,54.0
2025-02-25,GNK,65.0
2025-02-26,GNK,72.3
2025-02-27,GNK,63.3
2025-02-28,GNK,56.6
2025-03-03,GNK,52.7
2025-03-04,GNK,67.6
2025-03-05,GNK,46.2
2025-03-06,GNK,49.4
2025-03-07,GNK,58.8
2025-03-10,GNK,48.3
2025-03-11,GNK,34.7
2025-03-12,GNK,60.6
2025-03-13,GNK,60.6
2025-03-14,GNK,49.7
2025-03-17,GNK,47.7
2025-03-18,GNK,38.8
2025-03-19,GNK,44.4
2025-03-20,GNK,49.7
2025-03-21,GNK,56.1
2025-03-24,GNK,61.8
2025-03-25,GNK,43.2
2025-03-26,GNK,34.5
2025-03-27,GNK,30.5
2025-03-28,GNK,36.6
2025-03-31,GNK,47.6
2025-04-01,GNK,55.9
2025-04-02,GNK,52.6
2025-04-03,GNK,30.8
2025-04-04,GNK,25.7
2025-04-07,GNK,38.8
2025-04-08,GNK,31.9
2025-04-09,GNK,53.6
2025-04-10,GNK,45.1
2025-04-11,GNK,71.9
2025-04-14,GNK,68.8
2025-04-15,GNK,66.7
2025-04-16,GNK,66.1
2025-04-17,GNK,65.2
2025-04-21,GNK,65.2
2025-04-22,GNK,66.3
2025-04-23,GNK,72.7
2025-04-24,GNK,75.2
2025-04-25,GNK,75.9
2025-04-28,GNK,72.8
2025-04-29,GNK,76.3
2025-04-30,GNK,71.9
2025-05-01,GNK,78.0
2025-05-02,GNK,90.5
2025-05-05,GNK,96.0
2025-05-06,GNK,93.6
2025-05-07,GNK,98.8
2025-05-08,GNK,91.6
2025-05-09,GNK,96.0
2025-05-12,GNK,91.7
2025-05-13,GNK,99.3
2025-05-14,GNK,99.8
2025-05-15,GNK,99.3
2025-05-16,GNK,98.0
2025-05-19,GNK,99.1
2025-05-20,GNK,99.3
2025-05-21,GNK,88.1
2025-05-22,GNK,70.5
2025-05-23,GNK,79.8
2025-05-27,GNK,82.1
2025-05-28,GNK,66.1
2025-05-29,GNK,69.5
2025-05-30,GNK,62.2
2025-06-02,GNK,45.9
2025-06-03,GNK,47.8
2025-06-04,GNK,62.5
2025-06-05,GNK,61.4
2025-06-06,GNK,63.7
2025-06-09,GNK,63.6
2025-06-10,GNK,37.5
2025-06-11,GNK,35.0
2025-06-12,GNK,40.5
2025-06-13,GNK,57.1
2025-06-16,GNK,42.9
2025-06-17,GNK,47.7
2025-06-18,GNK,43.8
2025-06-20,GNK,50.6
2025-06-23,GNK,60.0
2025-06-24,GNK,47.6
2025-06-25,GNK,70.7
2025-06-26,GNK,67.8
2025-06-27,GNK,65.3
2025-06-30,GNK,53.0
2025-07-01,GNK,69.0
2025-07-02,GNK,86.1
2025-07-07,GNK,84.1
2025-07-08,GNK,83.9
2025-07-09,GNK,77.6
2025-07-10,GNK,91.9
2025-07-11,GNK,91.1
2025-07-14,GNK,88.5
2025-07-15,GNK,78.6
2025-07-16,GNK,87.3
2025-07-17,GNK,91.9
2025-07-18,GNK,96.4
2025-07-21,GNK,97.8
2025-07-22,GNK,99.8
2025-07-23,GNK,99.8
2025-07-24,GNK,99.0
2025-07-25,GNK,99.4
2025-07-28,GNK,99.8
2025-07-29,GNK,99.4
2025-07-30,GNK,97.8
2025-07-31,GNK,96.8
2025-08-01,GNK,94.6
2025-08-04,GNK,97.0
2025-08-05,GNK,97.8
2025-08-06,GNK,97.6
2025-08-07,GNK,86.1
2025-08-08,GNK,84.1
2025-08-11,GNK,85.3
2025-08-12,GNK,92.1
2025-08-13,GNK,93.7
2025-08-14,GNK,87.7
2025-08-15,GNK,81.7
2025-08-18,GNK,82.7
2025-08-19,GNK,57.3
2025-08-20,GNK,52.6
2025-08-21,GNK,62.1
2025-08-22,GNK,71.0
2025-08-26,GNK,77.2
2025-08-27,GNK,81.9
2025-08-28,GNK,81.7
2025-08-29,GNK,78.4
2025-09-03,GNK,76.8
2025-09-04,GNK,85.3
2024-08-02,GNRC,23.9
2024-08-05,GNRC,22.9
2024-08-06,GNRC,14.0
2024-08-07,GNRC,9.6
2024-08-08,GNRC,5.6
2024-08-09,GNRC,1.8
2024-08-12,GNRC,1.7
2024-08-13,GNRC,1.7
2024-08-14,GNRC,4.8
2024-08-15,GNRC,17.2
2024-08-16,GNRC,21.2
2024-08-19,GNRC,30.9
2024-08-20,GNRC,24.3
2024-08-21,GNRC,47.2
2024-08-22,GNRC,39.2
2024-08-23,GNRC,40.8
2024-08-26,GNRC,52.6
2024-08-27,GNRC,45.0
2024-08-28,GNRC,39.0
2024-08-29,GNRC,63.1
2024-08-30,GNRC,68.6
2024-09-03,GNRC,58.0
2024-09-04,GNRC,58.9
2024-09-05,GNRC,62.0
2024-09-06,GNRC,31.9
2024-09-09,GNRC,32.3
2024-09-10,GNRC,39.8
2024-09-11,GNRC,40.0
2024-09-12,GNRC,21.6
2024-09-13,GNRC,6.7
2024-09-16,GNRC,6.6
2024-09-17,GNRC,4.6
2024-09-18,GNRC,7.3
2024-09-19,GNRC,6.2
2024-09-20,GNRC,9.6
2024-09-23,GNRC,7.8
2024-09-24,GNRC,17.8
2024-09-25,GNRC,15.8
2024-09-26,GNRC,46.7
2024-09-27,GNRC,54.0
2024-09-30,GNRC,61.9
2024-10-01,GNRC,75.8
2024-10-02,GNRC,79.2
2024-10-03,GNRC,76.5
2024-10-04,GNRC,88.8
2024-10-07,GNRC,99.3
2024-10-08,GNRC,93.5
2024-10-09,GNRC,95.7
